station,Date,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax,Next_Tmin
13,2014-08-20,27.9,22.2,78.35625458,92.83772278,24.92192264,22.10651995,6.947002004,45.65137057,0.725371129,0.863350654,0.65381691,0.619340248,0,5.556637811,7.983819386,0.627202609,37.5776,127.083,59.8324,2.6865,4813.178711,24.9,21.8
14,2014-08-20,28.2,22.2,77.86125183,92.93049622,24.93741389,22.22580729,7.251669486,47.41443737,0.664800526,0.798876836,0.693332817,0.568649107,0.011654142,9.462280167,6.965402943,0.372921845,37.4967,126.927,30.968,0.618,4821.79834,25.8,21.5
15,2014-08-20,28.5,22,71.13555908,93.50289917,25.09039195,22.07539116,7.240321065,46.08126863,0.663866225,0.855410321,0.687603311,0.572354294,0,10.42837683,7.750962855,0.510733539,37.5507,126.937,30.0464,0.8552,4843.501953,25.2,21
16,2014-08-20,27,20.8,87.1231842,95.50009155,24.23287195,21.73969267,6.647556136,37.05681423,0.669007902,0.829701606,0.707647238,0.59586979,0.038400384,7.300928143,9.142027255,0.718109474,37.4697,126.995,82.2912,2.2579,4790.760742,23.8,20.1
17,2014-08-20,27.1,21.3,87.94705963,96.19828796,23.69117888,21.8085387,6.688219537,35.1775401,0.712113724,0.873250551,0.680467168,0.607842833,0,5.200229994,8.324645283,0.493552421,37.6181,127.099,53.4712,0.697,4836.728027,24.4,19.4
18,2014-08-20,29.2,22.9,83.75320435,94.89028168,24.77255736,21.94267562,7.044193616,41.57123756,0.680723545,0.8276386,0.683522054,0.586370041,0.024409945,5.837710316,8.907658365,0.72993289,37.4832,127.024,56.4448,1.2313,4815.116211,25.1,22
19,2014-08-20,28.1,21.7,74.56420136,94.81328583,24.51740694,21.58732985,7.230389406,43.19601262,0.642322634,0.858311843,0.685437005,0.574833592,0,10.09109217,8.261855453,0.678392557,37.5776,126.938,75.0924,1.7678,4869.229004,24.5,20.4
20,2014-08-20,27,21.5,80.74623871,99.57397461,23.10354197,20.84981468,11.58005563,65.32764552,0.652789346,0.885507169,0.691723636,0.52188012,0.008682408,9.242400291,9.804870877,0.866950358,37.6181,127.004,146.554,4.7296,4925.046875,24.6,20.6
21,2014-08-20,27.2,22.1,77.17564392,91.05230713,25.58162864,22.12638723,7.758737495,49.14181038,0.728009192,0.844465198,0.691080292,0.604507438,0,6.327902809,8.49946755,0.554919586,37.5507,127.04,26.298,0.5721,4830.418457,24.8,21.8
22,2014-08-20,28.3,22.4,83.27387238,92.34298706,25.59006838,22.45402103,7.163992792,52.86726276,0.722176185,0.829359212,0.633754095,0.602528347,0,4.116078424,6.664602627,0.801866382,37.5102,127.086,21.9668,0.1332,4817.633789,25.1,21.8
23,2014-08-20,28.1,22.8,73.67166901,94.57462311,24.52466558,22.08240147,7.495360682,47.52811837,0.659932272,0.834766404,0.707555838,0.528698252,0,9.624882921,7.136917041,0.456999986,37.5372,126.891,15.5876,0.1554,4818.54248,26.2,22
24,2014-08-20,28.3,22.9,73.55458069,93.05976105,24.7745177,22.16894942,7.408833534,46.78927616,0.66664744,0.834016319,0.698310674,0.535072628,0,10.46668861,7.077992373,0.405893804,37.5237,126.909,17.2956,0.2223,4814.346191,25.9,21.9
25,2014-08-20,28.8,23.1,74.02905273,91.86547089,25.62307645,22.28982418,6.963637104,47.94033957,0.687149569,0.82994013,0.693536773,0.596916735,0,8.236403932,8.474037627,0.640793671,37.5237,126.97,19.5844,0.2713,4825.774902,25.5,22
1,2014-08-21,22,18.9,67.62736511,99.19836426,25.64921132,20.18194822,8.16476661,63.3215336,0.443577283,0.315899286,0.192055947,0.203635359,0,0.010716935,0.044089125,0,37.6046,126.991,212.335,2.785,4950.874023,25.4,19.4
2,2014-08-21,24.3,19.9,60.89414978,96.55249786,27.725137,21.1896831,5.807897826,56.90952297,0.431868228,0.252074135,0.10661714,0.054467071,6.35E-05,0.160720457,0.01423114,0,37.6046,127.032,44.7624,0.5141,4803.37207,28.6,19.4
3,2014-08-21,24.2,21.1,53.69147491,95.5088501,28.65617083,21.6838851,6.314244648,20.9868166,0.4677832,0.27652418,0.195539739,0.128401138,0.01857643,0.007796979,0.004825251,0,37.5776,127.058,33.3068,0.2661,4798.212891,28.4,20.8
4,2014-08-21,24.5,21.9,71.26616669,98.22319794,26.54269023,20.50812897,4.798943788,69.64925374,0.330784924,0.249556176,0.10690024,0.070271642,0,0,0.050425421,0,37.645,127.022,45.716,2.5348,4788.694824,28.5,20.8
5,2014-08-21,23.6,21.5,59.71124649,97.18152618,27.66456649,21.53809438,5.832161208,80.91200793,0.446213117,0.273906985,0.290292718,0.185181941,0.004975309,0.048611761,0.168615202,0,37.5507,127.135,35.038,0.5055,4786.577637,29,19.5
6,2014-08-21,25.1,22.2,57.19402695,93.08908081,28.16474554,21.81677441,6.913909912,33.50151273,0.462641481,0.273310002,0.197115715,0.092735571,0.003645529,0,0,0,37.5102,127.042,54.6384,0.1457,4800.263184,28.9,21.2
7,2014-08-21,25,21.9,67.5094986,96.97861481,26.57463283,22.08691409,5.807013194,85.1800729,0.403736469,0.317921374,0.111483298,0.164249675,0.005183706,0,0,0,37.5776,126.838,12.37,0.0985,4780.342773,28,21.5
8,2014-08-21,25.3,22.1,64.70523071,95.70516968,27.5756079,21.83255559,6.842240334,40.15842458,0.514733277,0.237031797,0.112674573,0.174395906,0.012043333,0,0,0,37.4697,126.91,52.518,1.5629,4781.840332,28,21.8
9,2014-08-21,25.4,21.8,69.28796387,96.13983917,26.7097104,21.77351844,6.787468811,77.00522314,0.427382361,0.313102509,0.122734012,0.165610158,0.002547923,0,0,0,37.4967,126.826,50.9312,0.4125,4810.822266,28.4,21.7
10,2014-08-21,23.5,20.9,64.90758514,97.51531219,26.11274359,21.01925506,8.214105984,54.99053091,0.517609714,0.282088641,0.187440316,0.168873861,0.009859847,0,0.098016808,0,37.4562,126.955,208.507,5.1782,4731.641113,27,21.1
11,2014-08-21,24.7,22.2,57.39827347,93.8383255,28.527854,22.08085829,6.573749959,38.05671112,0.474075733,0.2787238,0.242217516,0.151630731,0.00590691,0,0,0,37.5372,127.085,28.7,0.6233,4804.658203,29.4,20.6
12,2014-08-21,23.1,20.8,57.3058548,95.28561401,27.4841441,21.49102013,6.873015354,24.97903836,0.490096112,0.309141352,0.167542809,0.189838384,0.016214593,0,0,0,37.5507,126.988,132.118,0.5931,4846.348145,29.2,20.5
13,2014-08-21,25,22,52.41833496,95.07669067,28.51734455,21.59180168,6.017750214,33.32999158,0.456427747,0.271279095,0.304866218,0.142403072,0.02875819,0.001672623,0.032158421,0,37.5776,127.083,59.8324,2.6865,4777.401855,29,20.8
14,2014-08-21,25.1,21.7,55.11396027,94.27497864,28.11257773,22.30274083,6.841047496,14.95201548,0.514495939,0.233004922,0.116595261,0.197876456,0.004857733,0,0,0,37.4967,126.927,30.968,0.618,4786.317871,28.7,21.4
15,2014-08-21,24.1,21.2,57.58285904,93.62213898,27.85312723,22.13342956,6.599145959,24.63546336,0.483378569,0.325093644,0.160402831,0.201888211,0.001094469,0,0,0,37.5507,126.937,30.0464,0.8552,4808.338379,27.8,21.1
16,2014-08-21,23.4,20.6,60.95434189,95.52159882,27.0588096,21.55409519,6.854779164,68.21598927,0.489166076,0.232263815,0.185051856,0.096914128,0.001147085,0,0.020031296,0,37.4697,126.995,82.2912,2.2579,4754.415039,28,20.5
17,2014-08-21,23.7,20.6,61.01766586,98.28516388,27.68196766,20.81553844,5.611255358,89.23598893,0.462579607,0.251174954,0.295272971,0.049838988,0.001442079,9.44E-05,1.146322121,0,37.6181,127.099,53.4712,0.697,4801.244629,29,19.3
18,2014-08-21,25.1,22.3,61.05964661,94.40595245,27.52329954,21.54157957,6.593007579,75.4657014,0.455672295,0.232618037,0.195047669,0.065445588,0,0,0.035701651,0,37.4832,127.024,56.4448,1.2313,4779.287109,30.2,21.8
19,2014-08-21,23.5,20.5,58.76199341,95.48860168,27.34828039,21.62680236,6.320991874,35.76210725,0.459416622,0.344368796,0.179039473,0.191772686,0,0,0,0,37.5776,126.938,75.0924,1.7678,4834.006348,28.3,20.7
20,2014-08-21,24.4,21.3,72.8059082,99.27574921,25.61354598,20.84914394,8.076435347,69.78340976,0.407222825,0.238667764,0.151088758,0.125219642,0,0.153734236,0.084530352,0,37.6181,127.004,146.554,4.7296,4890.243164,28.5,20.9
21,2014-08-21,24.8,22,55.48771667,93.69068146,28.62811241,22.08229086,6.638867319,18.45519155,0.466735771,0.273897517,0.177212909,0.152059827,0.025164365,0,0,0,37.5507,127.04,26.298,0.5721,4795.120117,28.3,21.2
22,2014-08-21,25,22.1,61.64976883,94.76700592,28.05664046,22.02303414,6.43035681,50.40736143,0.468900107,0.26786588,0.190950651,0.08266325,0.000558372,0,0,0,37.5102,127.086,21.9668,0.1332,4782.181641,30.1,20.8
23,2014-08-21,25.4,22.1,64.34776306,95.43138886,27.0217871,22.35821492,6.330677658,51.24635132,0.446320682,0.260020913,0.154744791,0.196110631,0,0,0,0,37.5372,126.891,15.5876,0.1554,4783.152832,29.2,21.8
24,2014-08-21,25.4,21.9,59.04667664,94.84294128,27.63119552,22.37395841,6.467572083,30.16121006,0.473570204,0.233238017,0.166662321,0.208724607,0,0,0,0,37.5237,126.909,17.2956,0.2223,4778.87793,28.8,22
25,2014-08-21,25.3,22,53.87772751,93.40167236,28.34827705,22.46726255,6.576892426,16.94128442,0.515725393,0.275466918,0.16299662,0.213886537,0.006728994,0,0,0,37.5237,126.97,19.5844,0.2713,4790.469727,29.4,22
1,2014-08-22,25.1,19.5,75.79769897,98.49660492,25.32820838,21.51165952,7.161918253,42.38363041,0.310384199,0.697961151,0.36060886,0.085585859,0,9.61E-05,0,0,37.6046,126.991,212.335,2.785,4915.481445,26.3,20.5
2,2014-08-22,27.6,19.5,65.2076416,92.75763702,27.34704477,23.69758822,5.411976924,39.78103679,0.298536117,0.621887302,0.254164109,0.076107602,0,0.001527189,0.002517359,0,37.6046,127.032,44.7624,0.5141,4767.529785,29.2,20.4
3,2014-08-22,27.6,20.8,58.65819931,88.92799377,28.08841078,24.08659278,6.100189567,10.11418342,0.348043774,0.649694894,0.280565363,0.081277503,0,0.005072384,0,0,37.5776,127.058,33.3068,0.2661,4762.389648,29.3,22.5
4,2014-08-22,28.4,20.9,78.07889557,98.08010101,26.6544692,21.83343047,4.118926485,50.12279592,0.228662041,0.547034665,0.290823202,0.073710626,0,8.56E-05,0.002563139,0,37.645,127.022,45.716,2.5348,4752.657227,29.6,23.1
5,2014-08-22,28.5,19.6,69.25557709,97.24394989,27.09774348,22.90841407,5.610414982,67.80783919,0.32434354,0.656429153,0.343350478,0.094961503,0,0.007525391,0.001707683,0,37.5507,127.135,35.038,0.5055,4750.573242,29.1,22.2
6,2014-08-22,28.8,22.2,58.60345459,91.23609924,27.51155084,23.59611252,5.754522731,28.91621757,0.394285291,0.695835702,0.384470672,0.120090576,0,0.010352766,0.00213109,0,37.5102,127.042,54.6384,0.1457,4764.229492,29.4,23.4
7,2014-08-22,27.9,22.1,75.63618469,96.59371185,26.09745859,22.87898443,5.361618032,68.40587123,0.447960479,0.690099695,0.321400728,0.109024868,0,0,0,0,37.5776,126.838,12.37,0.0985,4744.449219,29.1,22.8
8,2014-08-22,27.4,22,63.92348099,94.43669891,27.01162082,23.3043104,5.993894895,27.43356013,0.441065358,0.698294462,0.331211849,0.104537296,0,0,0,0,37.4697,126.91,52.518,1.5629,4745.608887,28.8,22.8
9,2014-08-22,28.2,21.9,72.49752045,96.59944916,26.18565692,22.91063475,5.916493615,52.15098717,0.421152995,0.709816248,0.329036177,0.091403447,0,0.003659529,0,0,37.4967,126.826,50.9312,0.4125,4774.966309,29.7,22.1
10,2014-08-22,26.5,21.4,69.15110779,96.24773407,25.69658071,22.08706242,6.876394739,37.35131637,0.410123669,0.679073132,0.336578794,0.096220434,0,0,0,0,37.4562,126.955,208.507,5.1782,4693.443848,28.8,20.1
11,2014-08-22,28.9,20.8,58.21406174,92.43439484,27.81800529,23.66402767,5.894059221,35.57271957,0.366841238,0.665394172,0.356689377,0.09827833,0,0.00836738,0,0,37.5372,127.085,28.7,0.6233,4768.980469,29.4,23.7
12,2014-08-22,28.4,20.5,61.90304947,93.03019714,26.93324751,23.13624427,6.402000527,17.44467735,0.383020514,0.679596348,0.294044096,0.094725313,0,0,0,0,37.5507,126.988,132.118,0.5931,4810.149902,29.7,21.4
13,2014-08-22,28.7,21.3,57.66749954,89.69788361,28.071188,23.82923581,6.105301956,22.57603329,0.35936555,0.658980185,0.305911511,0.082026291,0,0.007379418,0,0,37.5776,127.083,59.8324,2.6865,4741.140137,29.8,23.6
14,2014-08-22,28.1,21.5,60.28436661,91.48854065,27.5798492,23.72140317,6.278832873,9.660102963,0.460376412,0.715777447,0.356313331,0.098886456,0.002777092,0.003118029,0,0,37.4967,126.927,30.968,0.618,4750.348633,29,22.9
15,2014-08-22,27.4,21.3,64.74086761,93.15680695,27.28901768,23.76394553,6.133481205,18.72734392,0.3974526,0.706613921,0.293147882,0.096608627,0,0,0,0,37.5507,126.937,30.0464,0.8552,4772.682617,29.2,22
16,2014-08-22,27.5,20.6,66.89756775,92.86569977,26.57984134,23.10900163,5.641789128,51.94684565,0.385010033,0.683459399,0.300177198,0.092009582,0,0,0.000644522,0,37.4697,126.995,82.2912,2.2579,4717.58252,28.4,20.6
17,2014-08-22,28,19.4,66.77508545,97.70381927,27.54512717,22.33016251,5.273834517,81.70624061,0.319134801,0.669780607,0.280323301,0.075392409,0,0.007426709,0,0,37.6181,127.099,53.4712,0.697,4765.267578,29.5,19.6
18,2014-08-22,29.2,22,66.16468811,93.24110413,26.96196094,23.23095961,5.144943933,52.47663172,0.38135129,0.68667312,0.330485493,0.101518052,0,0.001068293,0.004174236,0,37.4832,127.024,56.4448,1.2313,4742.969727,30,23.2
19,2014-08-22,27.4,21,66.92634583,93.79199219,26.86582126,23.35208725,5.899256229,25.85855937,0.362839676,0.719806121,0.312367753,0.096999199,0,0,0,0,37.5776,126.938,75.0924,1.7678,4798.291504,29,20.7
20,2014-08-22,27.8,21.1,79.80896759,98.91857147,25.46945264,21.82899381,7.297100544,41.99736987,0.264665792,0.64921223,0.334513705,0.081362281,0,4.02E-05,7.21E-05,0,37.6181,127.004,146.554,4.7296,4854.930664,29.1,21.7
21,2014-08-22,27.7,21.3,58.30485153,90.17770386,27.95536454,23.91991541,5.898075461,11.34744855,0.379285627,0.664289213,0.324192574,0.094908071,0,0.003230344,0,0,37.5507,127.04,26.298,0.5721,4759.32959,29.1,23.1
22,2014-08-22,29.4,21.3,61.33862686,93.31739807,27.42555423,23.60898229,5.532004734,47.4567577,0.375447135,0.668951393,0.340945079,0.095753285,0,0.011917639,0.001923683,0,37.5102,127.086,21.9668,0.1332,4746.239746,30.4,23.2
23,2014-08-22,28.6,21.9,70.93400574,94.62007904,26.55849236,23.59057393,5.684516152,45.97375456,0.439705939,0.71219909,0.305315165,0.09634286,0.000946205,0,0,0,37.5372,126.891,15.5876,0.1554,4747.272949,30.2,23.4
24,2014-08-22,28.3,22.1,65.21634674,93.10860443,27.18556587,23.73686499,5.944206556,26.16245377,0.436919467,0.705906393,0.309067462,0.094576048,0.003466336,0.001708579,0,0,37.5237,126.909,17.2956,0.2223,4742.92041,29.9,23.4
25,2014-08-22,28.9,22,58.97974777,91.10077667,27.96080452,23.99906865,6.219266117,12.37631518,0.408837571,0.673327415,0.318073458,0.102907911,0,0.002992847,0,0,37.5237,126.97,19.5844,0.2713,4754.673828,29.8,23.4
1,2014-08-23,25.8,20.5,51.50577927,92.46333313,27.16423273,19.96830798,4.886200647,75.67047753,0.100169037,0.237387383,0.345751357,0.509164147,0,0,0,0,37.6046,126.991,212.335,2.785,4879.562012,27.9,19.1
2,2014-08-23,28.3,21.9,43.90581894,96.8603363,29.1677929,21.40869797,4.6908032,50.7225651,0.125019324,0.324991914,0.360874708,0.58799735,0,0,0,0,37.6046,127.032,44.7624,0.5141,4731.177734,30.4,18.9
3,2014-08-23,28.7,23,39.1512413,89.74052429,29.7457496,22.0122509,5.109734853,11.09653825,0.147747189,0.314216561,0.372609057,0.614909202,0,0,0,0,37.5776,127.058,33.3068,0.2661,4726.055176,29.5,20.5
4,2014-08-23,29.2,23.8,59.57479858,97.29762268,27.37159019,20.51444145,5.117230922,86.9767852,0.087105772,0.222054418,0.428218245,0.514669088,0,0,1.193010062,0,37.645,127.022,45.716,2.5348,4716.294434,30.7,20.5
5,2014-08-23,28.7,23,52.8850708,95.48085785,27.67384165,21.2290281,4.524900138,86.45063559,0.142864284,0.311127955,0.399981626,0.563587022,0,0,0,0,37.5507,127.135,35.038,0.5055,4714.05957,29.9,20.1
6,2014-08-23,29.3,23.4,48.12742996,86.9045105,28.6556776,22.34782076,4.61803177,34.13525693,0.180302601,0.37082053,0.3937964,0.619450585,0,0,0,0,37.5102,127.042,54.6384,0.1457,4727.685547,31.6,22
7,2014-08-23,28.5,23,56.54443741,95.37676239,27.62712233,21.56314669,3.897559563,84.0705634,0.2029305,0.276102317,0.355080837,0.544369373,0,0,0,0,37.5776,126.838,12.37,0.0985,4708.046387,30,21
8,2014-08-23,28.8,23,50.77122879,90.9933548,28.42247478,22.10994539,4.617921094,32.76894369,0.2122454,0.373030632,0.420748891,0.602760032,0,0,0,0,37.4697,126.91,52.518,1.5629,4708.868164,30.6,21.9
9,2014-08-23,29.6,22.6,53.93910217,96.91906738,27.74863308,21.53489657,4.145613035,63.22350819,0.201089978,0.348596576,0.400819249,0.631276588,0,0,0,0,37.4967,126.826,50.9312,0.4125,4738.598145,30.9,20.5
10,2014-08-23,27.5,21.1,53.72545242,93.83097076,27.06837811,20.99367185,4.6433508,43.22008034,0.270186632,0.394125627,0.433579098,0.576558238,0,0,0,0,37.4562,126.955,208.507,5.1782,4654.749023,29.5,19
11,2014-08-23,29,23.8,46.59923553,88.31622314,28.8181445,22.16211047,4.493161768,39.21871789,0.162525052,0.349049345,0.385354903,0.589510978,0,0,0,0,37.5372,127.085,28.7,0.6233,4732.790039,30.8,21.4
12,2014-08-23,29.4,21.5,44.4521904,89.33401489,28.87158613,21.61857317,5.306418041,20.53816473,0.150320379,0.292041061,0.367488129,0.606116747,0,0,0,0,37.5507,126.988,132.118,0.5931,4773.436523,29.4,20.1
13,2014-08-23,29.8,23.6,39.50518417,90.39012146,29.23250031,21.48999551,4.994358679,25.85045958,0.135016208,0.308530081,0.38638616,0.586701593,0,0,0,0,37.5776,127.083,59.8324,2.6865,4704.369141,30.5,21.3
14,2014-08-23,28.7,23,47.3577652,84.62181091,29.23745192,22.9643383,5.091561317,11.08687564,0.174386567,0.321238135,0.399899257,0.610982432,0,0,0,0,37.4967,126.927,30.968,0.618,4713.868652,31.3,21.5
15,2014-08-23,28.8,22.6,45.10919189,85.37825775,29.57854418,22.67381776,5.012752046,23.41119309,0.146547633,0.281113438,0.366575128,0.582595324,0,0,0,0,37.5507,126.937,30.0464,0.8552,4736.513672,30.5,21.2
16,2014-08-23,27.8,21.7,53.49465561,95.31673431,27.88230118,21.55706097,4.080480605,55.54670121,0.255904696,0.403074714,0.43360021,0.589740842,0,0,0,0,37.4697,126.995,82.2912,2.2579,4680.25,29.9,19.9
17,2014-08-23,29.1,21.9,48.76285553,96.14237976,28.49550094,20.12435308,4.078698332,91.65091877,0.128003858,0.279043591,0.369449043,0.582669906,0,0,0,0,37.6181,127.099,53.4712,0.697,4728.781738,29.3,17.9
18,2014-08-23,29.1,23.3,52.90325165,94.01013947,28.0084631,21.58598058,4.125214557,58.97083457,0.236643861,0.397476034,0.424261294,0.615858377,0,0,0,0,37.4832,127.024,56.4448,1.2313,4706.144531,32.3,21.8
19,2014-08-23,NaN,NaN,43.26727676,88.40912628,29.11708729,21.86569312,4.692159573,34.56410193,0.141363317,0.259330676,0.35741724,0.519752299,0,0,0,0,37.5776,126.938,75.0924,1.7678,4762.060059,30.1,19.8
20,2014-08-23,28.8,23,53.90099335,93.30119324,26.91470389,20.17159642,5.30106315,80.16342726,0.089754971,0.23764975,0.356470555,0.514798594,0,0,0.008667115,0,37.6181,127.004,146.554,4.7296,4819.099121,30.2,20.1
21,2014-08-23,28.9,23.2,43.42902756,88.5428772,29.4512637,22.15851741,5.28673024,11.09190148,0.161626494,0.327623706,0.372949231,0.614100891,0,0,0,0,37.5507,127.04,26.298,0.5721,4723.027344,29.7,21.6
22,2014-08-23,29.5,23.3,51.25789261,91.55921173,28.36670094,22.10673246,4.152486881,52.94653765,0.175422571,0.388719627,0.402491152,0.596819609,0,0,0,0,37.5102,127.086,21.9668,0.1332,4709.788086,31.5,21.4
23,2014-08-23,29.4,23.5,50.14826965,90.11128998,28.50776729,22.26644748,4.57629627,57.98460428,0.161545653,0.287540316,0.366126774,0.581696304,0,0,0,0,37.5372,126.891,15.5876,0.1554,4710.883301,31.2,21.7
24,2014-08-23,29,23.5,47.79807281,87.0247345,29.1066656,22.70917671,4.869330893,32.32778684,0.150540028,0.287321751,0.377253531,0.599172647,0,0,0,0,37.5237,126.909,17.2956,0.2223,4706.453125,30.7,22.1
25,2014-08-23,29.2,23.7,44.59935379,84.67831421,29.62130329,22.88258749,5.060361713,14.5486239,0.224153457,0.318722561,0.381072442,0.628738291,0,0,0,0,37.5237,126.97,19.5844,0.2713,4718.366699,32.1,21.5
1,2014-08-24,26.7,19.5,64.56202698,91.44345093,24.64004251,22.49763325,8.554449757,79.64600937,0.473828981,0.419794537,0.536665414,0.680868127,0,0.000226193,0.41042107,0.740828216,37.6046,126.991,212.335,2.785,4843.14209,25.5,21.2
2,2014-08-24,29.5,19.1,65.48800659,93.72494507,26.50534478,23.41435134,6.101445675,57.67677204,0.548835927,0.425252721,0.560803453,0.662257213,0.008781563,0,0.472036955,1.295557043,37.6046,127.032,44.7624,0.5141,4694.338379,29,22.4
3,2014-08-24,29,20.8,58.29466248,91.63782501,27.03581062,23.64680306,6.013349801,61.60331706,0.51208453,0.424380905,0.590933618,0.645467176,0.04798889,0,0.665515798,0.902537247,37.5776,127.058,33.3068,0.2661,4689.235352,28.2,23.1
4,2014-08-24,30.2,20.6,75.86772919,99.1065979,25.24956813,22.38169716,8.735061189,73.43818843,0.537016147,0.40854515,0.522787145,0.670483963,0,0.014356352,0.138113445,0.943775236,37.645,127.022,45.716,2.5348,4679.124512,29,23.5
5,2014-08-24,29.2,20.2,65.7574234,94.09533691,26.3692407,22.88830311,6.498679608,76.70197995,0.477774116,0.437822995,0.738510845,0.631986772,0.218719184,0,0.770599267,1.156382376,37.5507,127.135,35.038,0.5055,4677.062012,27.9,22.5
6,2014-08-24,29.9,22,59.58847809,90.19089508,26.64375624,23.99935892,6.336624245,69.79994424,0.458007458,0.474933502,0.579013257,0.660999894,0.021241123,0,0.894249326,0.605434013,37.5102,127.042,54.6384,0.1457,4690.65625,28,23.6
7,2014-08-24,29.5,21.1,69.41362762,95.58268738,25.96403916,23.13344992,5.06400467,66.27472655,0.502533636,0.41454728,0.475370051,0.610768473,0,0,0.680593252,0.336382922,37.5776,126.838,12.37,0.0985,4671.15918,29.2,24.2
8,2014-08-24,29.2,22,58.19644928,91.48109436,26.51507848,23.38498921,7.120948533,62.38540955,0.488180737,0.436916288,0.541507536,0.671786587,0,0.032500093,1.424882094,0.503446594,37.4697,126.91,52.518,1.5629,4671.646484,29.2,24
9,2014-08-24,30.3,20.8,63.32281876,94.88768005,25.95784271,23.21136741,6.379234632,64.89428739,0.477392159,0.441353286,0.498111364,0.624501547,0,0,1.267368706,0.23745464,37.4967,126.826,50.9312,0.4125,4701.743164,28.4,23.5
10,2014-08-24,28.7,19.3,67.07993317,95.56976318,24.83903532,22.03937659,7.141327659,61.83585664,0.521107062,0.445449387,0.53604078,0.686626017,0,0.08978044,1.115639429,0.50676473,37.4562,126.955,208.507,5.1782,4615.589355,28.7,21.9
11,2014-08-24,30.4,21.6,59.65956116,91.06305695,26.87321167,23.94189746,5.825572113,67.54800121,0.479804075,0.450236003,0.669852221,0.630813439,0.032293481,0,0.804394357,0.787411931,37.5372,127.085,28.7,0.6233,4696.113281,28.6,23.8
12,2014-08-24,28.9,20.3,59.53899002,89.72415924,26.34218884,23.43864786,8.017837246,61.40571876,0.436469277,0.432476353,0.530106158,0.676777593,0,0,0.902578249,0.546915329,37.5507,126.988,132.118,0.5931,4736.23584,27.5,22.1
13,2014-08-24,29.9,21.3,59.45795059,92.00648499,26.66348184,23.16285653,5.151437541,65.52732428,0.503701038,0.41899096,0.655747938,0.638859678,1.500482545,0,0.684382082,0.833390065,37.5776,127.083,59.8324,2.6865,4667.118164,28.5,23.5
14,2014-08-24,29.8,21.7,56.61978912,90.78890991,27.01391345,23.86339443,7.612570127,58.38441153,0.456592747,0.432280911,0.527054403,0.66877003,0,0,1.3188802,0.515115534,37.4967,126.927,30.968,0.618,4676.905273,28.6,24.1
15,2014-08-24,29.7,21.3,59.70791626,92.38013458,27.09408216,24.06614072,7.520793458,58.76072963,0.462543377,0.419894023,0.537420472,0.669067594,0,0,1.029931103,0.650672634,37.5507,126.937,30.0464,0.8552,4699.857422,28.2,23.5
16,2014-08-24,29.1,20,67.86115265,94.28804016,25.68994381,22.6362493,6.864775151,66.66445231,0.499149864,0.461818529,0.544398712,0.68225484,0,0.00738497,0.968512259,0.497459248,37.4697,126.995,82.2912,2.2579,4642.440918,27.7,22.1
17,2014-08-24,28.9,18.4,65.96376801,96.3065033,26.5947343,22.47777327,4.170933406,53.56162162,0.509514565,0.422972191,0.62090994,0.660623687,0.151684542,0,0.534371344,1.044913417,37.6181,127.099,53.4712,0.697,4691.812988,27.9,22.2
18,2014-08-24,31,22,66.03791809,92.87233734,26.04036917,23.15263253,6.197179168,65.86397656,0.482681418,0.475887534,0.549601066,0.673822847,0.000650265,0,0.807658106,0.534068371,37.4832,127.024,56.4448,1.2313,4668.837402,29.5,24.3
19,2014-08-24,29,19.8,60.30347824,94.36631012,26.57958667,23.47368081,7.433485667,59.37921019,0.452731349,0.407485057,0.534338416,0.675306215,0,0,0.740374195,0.946622752,37.5776,126.938,75.0924,1.7678,4725.34082,27.8,23
20,2014-08-24,29.7,20.2,70.8861618,96.62612152,24.52922847,22.43322558,10.44252835,93.19862401,0.478770032,0.415141797,0.538359533,0.676106112,0,0.000275876,0.289995356,0.833846964,37.6181,127.004,146.554,4.7296,4782.768555,28.1,23.3
21,2014-08-24,29.4,21.8,57.62705994,90.66225433,27.04217126,23.76745718,6.946059803,67.09064968,0.45517864,0.436965885,0.597186691,0.653829604,0.063439031,0,0.823571097,0.751259057,37.5507,127.04,26.298,0.5721,4686.240234,28.4,23.8
22,2014-08-24,30.3,21.5,62.64970779,89.93714142,26.53471309,23.95680589,5.801426282,72.07939863,0.447879548,0.475678567,0.619177565,0.638383992,0.000744496,0,0.788934166,0.74854527,37.5102,127.086,21.9668,0.1332,4672.853027,29.4,23.4
23,2014-08-24,30.2,22,61.76714325,93.03056335,26.78779437,23.91937436,7.141578078,75.93797191,0.503334415,0.409269143,0.495555756,0.663213946,0,0,1.115718541,0.446281592,37.5372,126.891,15.5876,0.1554,4674.009766,29.5,25
24,2014-08-24,30.3,22.2,58.25162888,92.0582428,27.06359258,24.10678103,7.458073616,66.13699579,0.471854331,0.424700406,0.512364748,0.668255722,0,0,1.246961514,0.485716687,37.5237,126.909,17.2956,0.2223,4669.50293,29.3,24.8
